GEOID,NAME,B01002_001_estimate,population_estimate,total_race_estimate,white_estimate,med_inc_estimate,owners_estimate,renters_estimate,perc_poverty_estimate,B01002_001_moe,population_moe,total_race_moe,white_moe,med_inc_moe,owners_moe,renters_moe,perc_poverty_moe,LOCAL.HEALTH.UNIT,OPERATION.NAME,CITY,STATE,ZIP,MUNICIPALITY,COUNTY,VENDOR.TYPE,CREATION.DATE,LOCATION,LAT,LONG,ADDRESS,census_code,census_tract
36047000700,Census Tract 7; Kings County; New York,36.4,4194,4194,136,180515,769,1096,6.1,1.4,544,544,96,33399,140,153,3.6,NYC,OASIS OF HEALTHY SNACKS CORP,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"200 CLINTON STREET BROOKLYN, NY 11201 (40.69072605100007, -73.99428385999994)",40.6907260510001,-73.9942838599999,"200 CLINTON STREET BROOKLYN, NY 11201 ",360470007003002,36047000700
36047000900,Census Tract 9; Kings County; New York,34.9,4846,4846,214,218500,650,1720,1.8,1.4,556,556,179,72548,167,439,1.6,NYC,"ROSS, DEBORAH",BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,OTHER,07/10/2023,"S/W/C JORALEMON ST & BOERUM PLACE BROOKLYN, NY 11201 (40.692139995, -73.989080039)",40.692139995,-73.989080039,"S/W/C JORALEMON ST & BOERUM PLACE BROOKLYN, NY 11201 ",360470009001006,36047000900
36047000900,Census Tract 9; Kings County; New York,34.9,4846,4846,214,218500,650,1720,1.8,1.4,556,556,179,72548,167,439,1.6,NYC,SHARDA OFFICE SUPPLIES INC.,BROOKLYN,NY,11242,BROOKLYN,NEW YORK CITY,STAND,07/10/2023,"26 COURT STREET BROOKLYN, NY 11242 (40.693200329, -73.990750669)",40.693200329,-73.990750669,"26 COURT STREET BROOKLYN, NY 11242 ",360470009001001,36047000900
36047000900,Census Tract 9; Kings County; New York,34.9,4846,4846,214,218500,650,1720,1.8,1.4,556,556,179,72548,167,439,1.6,NYC,LIVINGSTON SMOKE & CONVENIENCE,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"82 LIVINGSTON STREET BROOKLYN, NY 11201 (40.691316096, -73.990938642)",40.691316096,-73.990938642,"82 LIVINGSTON STREET BROOKLYN, NY 11201 ",360470009001008,36047000900
36047000900,Census Tract 9; Kings County; New York,34.9,4846,4846,214,218500,650,1720,1.8,1.4,556,556,179,72548,167,439,1.6,NYC,"SONI, DIPIKA R.",BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,STAND,07/10/2023,"S/E/C COURT ST & JORALEMON STREET BROOKLYN, NY 11201 (40.692539979, -73.991009972)",40.692539979,-73.991009972,"S/E/C COURT ST & JORALEMON STREET BROOKLYN, NY 11201 ",360470009001003,36047000900
36047000900,Census Tract 9; Kings County; New York,34.9,4846,4846,214,218500,650,1720,1.8,1.4,556,556,179,72548,167,439,1.6,NYC,"SAMDANI, RUKHSANA",BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,STAND,07/10/2023,"211 MONTAGUE STREET BROOKLYN, NY 11201 (40.694162087, -73.990755162)",40.694162087,-73.990755162,"211 MONTAGUE STREET BROOKLYN, NY 11201 ",360470009001000,36047000900
36047000900,Census Tract 9; Kings County; New York,34.9,4846,4846,214,218500,650,1720,1.8,1.4,556,556,179,72548,167,439,1.6,NYC,D TOBACCO AND CANDY SHOP CORP,NEW YORK,NY,10002,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"107 CLINTON  STREET NEW YORK, NY 10002 (40.693044402, -73.992899756)",40.693044402,-73.992899756,"107 CLINTON  STREET NEW YORK, NY 10002 ",360470009001002,36047000900
36047001100,Census Tract 11; Kings County; New York,31.6,1558,1558,170,166250,93,760,8.6,1.1,241,241,101,46398,52,99,3.8,NYC,JAY ST CONVENIENCE STORE CORP,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"383 JAY STREET BROOKLYN, NY 11201 (40.6921151, -73.987144238)",40.6921151,-73.987144238,"383 JAY STREET BROOKLYN, NY 11201 ",360470011001006,36047001100
36047001100,Census Tract 11; Kings County; New York,31.6,1558,1558,170,166250,93,760,8.6,1.1,241,241,101,46398,52,99,3.8,NYC,WORKNPRAY ENTERPRISES INC.,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"136 LAWRENCE STREET BROOKLYN, NY 11201 (40.692050015, -73.986405038)",40.692050015,-73.986405038,"136 LAWRENCE STREET BROOKLYN, NY 11201 ",360470011001006,36047001100
36047001100,Census Tract 11; Kings County; New York,31.6,1558,1558,170,166250,93,760,8.6,1.1,241,241,101,46398,52,99,3.8,NYC,"GOOD LUCK NEWSSTAND & LOTTO, INC",BROOKLYN,NY,11218,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"395 PEARL STREET BROOKLYN, NY 11218 (40.692170633, -73.988134432)",40.692170633,-73.988134432,"395 PEARL STREET BROOKLYN, NY 11218 ",360470011001005,36047001100
36047001100,Census Tract 11; Kings County; New York,31.6,1558,1558,170,166250,93,760,8.6,1.1,241,241,101,46398,52,99,3.8,NYC,CRAZY NEWSSTAND CORP,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"64 WILLOUGHBY STREET BROOKLYN, NY 11201 (40.6921006, -73.986142601)",40.6921006,-73.986142601,"64 WILLOUGHBY STREET BROOKLYN, NY 11201 ",360470011001011,36047001100
36047001300,Census Tract 13; Kings County; New York,44.9,2190,2190,142,148542,926,261,10.6,5.4,351,351,98,37578,124,116,7.6,NYC,CONCORD MARKET CORP.,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"91 TILLARY STREET BROOKLYN, NY 11201 (40.696373149, -73.987316151)",40.696373149,-73.987316151,"91 TILLARY STREET BROOKLYN, NY 11201 ",360470013001002,36047001300
36047001501,Census Tract 15.01; Kings County; New York,30.4,5056,5056,1584,94323,221,1996,15.9,1.6,530,530,383,35884,156,209,7.6,NYC,GOLD ORGANIC MARKET CORP,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"257 GOLD STREET BROOKLYN, NY 11201 (40.696879081, -73.983003578)",40.696879081,-73.983003578,"257 GOLD STREET BROOKLYN, NY 11201 ",360470015011004,36047001501
36047001502,Census Tract 15.02; Kings County; New York,30.8,5330,5330,742,130471,467,2400,20.0,1.0,726,726,310,10487,134,324,6.2,NYC,VICTOR'S HALLMARK SHOP INC.,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"4 METROTECH CENTER BROOKLYN, NY 11201 (40.693522861, -73.983725822)",40.693522861,-73.983725822,"4 METROTECH CENTER BROOKLYN, NY 11201 ",360470015021013,36047001502
36047001502,Census Tract 15.02; Kings County; New York,30.8,5330,5330,742,130471,467,2400,20.0,1.0,726,726,310,10487,134,324,6.2,NYC,BOLLA OPERATING CORP.,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,CONVENIENCE/GAS,07/10/2023,"185 FLATBUSH EXTENSION BROOKLYN, NY 11201 (40.694671874, -73.983528704)",40.694671874,-73.983528704,"185 FLATBUSH EXTENSION BROOKLYN, NY 11201 ",360470015021001,36047001502
36047001502,Census Tract 15.02; Kings County; New York,30.8,5330,5330,742,130471,467,2400,20.0,1.0,726,726,310,10487,134,324,6.2,NYC,PRINCE GOURMET DELI & GRILL INC,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GAS STATION,07/10/2023,"176 JOHNSON STREET BROOKLYN, NY 11201 (40.694710096, -73.982677103)",40.694710096,-73.982677103,"176 JOHNSON STREET BROOKLYN, NY 11201 ",360470015021000,36047001502
36047002000,Census Tract 20; Kings County; New York,29.3,1899,1899,48,77969,83,316,12.2,4.9,552,552,57,31911,42,78,10.2,NYC,"CRUZ, LUIS",BROOKLYN,NY,11220,BROOKLYN,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"5020 3RD AVENUE BROOKLYN, NY 11220 (40.64742866, -74.015273486)",40.64742866,-74.015273486,"5020 3RD AVENUE BROOKLYN, NY 11220 ",360470020001003,36047002000
36047002200,Census Tract 22; Kings County; New York,36.4,4224,4224,214,40708,557,1001,25.6,4.0,810,810,131,5790,169,202,11.5,NYC,MENDEZ DELI GROCERY CORP.,NEW YORK,NY,11220,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"5424 3RD AVENUE NEW YORK, NY 11220 (40.645128121, -74.017670291)",40.645128121,-74.017670291,"5424 3RD AVENUE NEW YORK, NY 11220 ",360470022001004,36047002200
36047002200,Census Tract 22; Kings County; New York,36.4,4224,4224,214,40708,557,1001,25.6,4.0,810,810,131,5790,169,202,11.5,NYC,"BENSO, STEVE",BROOKLYN,NY,11220,BROOKLYN,NEW YORK CITY,DELICATESSEN,07/10/2023,"135 58TH STREET BROOKLYN, NY 11220 (40.645371445, -74.02279189)",40.645371445,-74.02279189,"135 58TH STREET BROOKLYN, NY 11220 ",360470022001003,36047002200
36047002200,Census Tract 22; Kings County; New York,36.4,4224,4224,214,40708,557,1001,25.6,4.0,810,810,131,5790,169,202,11.5,NYC,KING DELI & GRILL 1 CORP,BROOKLYN,NY,11220,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"5601 2ND AVENUE BROOKLYN, NY 11220 (40.645493488, -74.020217971)",40.645493488,-74.020217971,"5601 2ND AVENUE BROOKLYN, NY 11220 ",360470022002000,36047002200
36047002200,Census Tract 22; Kings County; New York,36.4,4224,4224,214,40708,557,1001,25.6,4.0,810,810,131,5790,169,202,11.5,NYC,PICKLES & OLIVES II INC,BROOKLYN,NY,11220,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"5601 2ND AVENUE BROOKLYN, NY 11220 (40.645493488, -74.020217971)",40.645493488,-74.020217971,"5601 2ND AVENUE BROOKLYN, NY 11220 ",360470022002000,36047002200
36047002200,Census Tract 22; Kings County; New York,36.4,4224,4224,214,40708,557,1001,25.6,4.0,810,810,131,5790,169,202,11.5,NYC,PEACE AND LOVE DELI AND GROCERY CORP.,BROOKLYN,NY,11220,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"5602 3RD AVENUE BROOKLYN, NY 11220 (40.644397051, -74.018436565)",40.644397051,-74.018436565,"5602 3RD AVENUE BROOKLYN, NY 11220 ",360470022002000,36047002200
36047002901,Census Tract 29.01; Kings County; New York,31.6,3974,3974,1951,22943,23,1419,47.0,7.8,551,551,519,5845,37,169,10.6,NYC,"TEN STAR DELI, INC.",BROOKLYN,NY,11205,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"299 MYRTLE AVENUE BROOKLYN, NY 11205 (40.693496941, -73.976045509)",40.693496941,-73.976045509,"299 MYRTLE AVENUE BROOKLYN, NY 11205 ",360470029012007,36047002901
36047003000,Census Tract 30; Kings County; New York,44.4,1738,1738,19,122861,419,335,5.3,7.4,276,276,19,16651,67,157,2.9,NYC,"COLONIAL DELI, INC.",BROOKLYN,NY,11220,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"125 BAY RIDGE AVENUE BROOKLYN, NY 11220 (40.637381776, -74.030984274)",40.637381776,-74.030984274,"125 BAY RIDGE AVENUE BROOKLYN, NY 11220 ",360470030002001,36047003000
36047003300,Census Tract 33; Kings County; New York,32.0,4518,4518,1320,125778,278,2196,14.1,2.8,527,527,330,26910,93,363,6.8,NYC,A&J GROCERY & DELI CORP,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"106 DEKALB AVENUE BROOKLYN, NY 11201 (40.689809005, -73.978569623)",40.689809005,-73.978569623,"106 DEKALB AVENUE BROOKLYN, NY 11201 ",360470033002001,36047003300
36047003300,Census Tract 33; Kings County; New York,32.0,4518,4518,1320,125778,278,2196,14.1,2.8,527,527,330,26910,93,363,6.8,NYC,ALANTERI DELI CORP.,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"719 FULTON STREET BROOKLYN, NY 11217 (40.687386114, -73.976782781)",40.687386114,-73.976782781,"719 FULTON STREET BROOKLYN, NY 11217 ",360470033002000,36047003300
36047003300,Census Tract 33; Kings County; New York,32.0,4518,4518,1320,125778,278,2196,14.1,2.8,527,527,330,26910,93,363,6.8,NYC,TREASURE TROVE SMOKE SHOP INC,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"114 DEKALB AVENUE BROOKLYN, NY 11201 (40.689786668, -73.978130492)",40.689786668,-73.978130492,"114 DEKALB AVENUE BROOKLYN, NY 11201 ",360470033002001,36047003300
36047003300,Census Tract 33; Kings County; New York,32.0,4518,4518,1320,125778,278,2196,14.1,2.8,527,527,330,26910,93,363,6.8,NYC,ROCKY DELI & GRILL INC,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"721 FULTON STREET BROOKLYN, NY 11217 (40.687251166, -73.976420096)",40.687251166,-73.976420096,"721 FULTON STREET BROOKLYN, NY 11217 ",360470033001001,36047003300
36047003300,Census Tract 33; Kings County; New York,32.0,4518,4518,1320,125778,278,2196,14.1,2.8,527,527,330,26910,93,363,6.8,NYC,KINGS COUNTY CONVENIENCE INC,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"114 DEKALB AVENUE BROOKLYN, NY 11201 (40.689786668, -73.978130492)",40.689786668,-73.978130492,"114 DEKALB AVENUE BROOKLYN, NY 11201 ",360470033002001,36047003300
36047003300,Census Tract 33; Kings County; New York,32.0,4518,4518,1320,125778,278,2196,14.1,2.8,527,527,330,26910,93,363,6.8,NYC,116 GREENE BITES CORP,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"116 DEKALB AVENUE BROOKLYN, NY 11201 (40.689779306, -73.97786919)",40.689779306,-73.97786919,"116 DEKALB AVENUE BROOKLYN, NY 11201 ",360470033002000,36047003300
36047003400,Census Tract 34; Kings County; New York,43.3,3566,3566,69,103971,756,632,4.6,7.5,574,574,60,19576,130,209,2.6,NYC,BAY RIDGE AVENUE DELI & GROCERY CORP.,BROOKLYN,NY,11209,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"117 BAY RIDGE AVENUE BROOKLYN, NY 11209 (40.637540361, -74.031494313)",40.637540361,-74.031494313,"117 BAY RIDGE AVENUE BROOKLYN, NY 11209 ",360470034001009,36047003400
36047003500,Census Tract 35; Kings County; New York,37.5,2194,2194,523,142813,257,884,10.2,1.9,259,259,164,26327,64,111,4.5,NYC,727 FULTON CONVENIENCE CORPORATION,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"727 FULTON STREET BROOKLYN, NY 11217 (40.686830227, -73.975362216)",40.686830227,-73.975362216,"727 FULTON STREET BROOKLYN, NY 11217 ",360470035002000,36047003500
36047003500,Census Tract 35; Kings County; New York,37.5,2194,2194,523,142813,257,884,10.2,1.9,259,259,164,26327,64,111,4.5,NYC,THE STOP & SHOP SUPERMARKET COMPANY,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"625 ATLANTIC AVENUE BROOKLYN, NY 11217 (40.683679972, -73.975573775)",40.683679972,-73.975573775,"625 ATLANTIC AVENUE BROOKLYN, NY 11217 ",360470035001004,36047003500
36047003500,Census Tract 35; Kings County; New York,37.5,2194,2194,523,142813,257,884,10.2,1.9,259,259,164,26327,64,111,4.5,NYC,YOW HONG TOM & SIU MING CHAN,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,STAND,07/10/2023,"37 HANSON PLACE BROOKLYN, NY 11217 (40.685401825, -73.976413977)",40.685401825,-73.976413977,"37 HANSON PLACE BROOKLYN, NY 11217 ",360470035001000,36047003500
36047003700,Census Tract 37; Kings County; New York,32.7,4085,4085,367,169709,372,1916,8.6,1.8,451,451,241,21416,189,239,5.4,NYC,"VISHWA NEWS, INC.",BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,STAND,07/10/2023,"17 BOND STREET BROOKLYN, NY 11201 (40.689173136, -73.983153782)",40.689173136,-73.983153782,"17 BOND STREET BROOKLYN, NY 11201 ",360470037001002,36047003700
36047003700,Census Tract 37; Kings County; New York,32.7,4085,4085,367,169709,372,1916,8.6,1.8,451,451,241,21416,189,239,5.4,NYC,NEVINS FOOD MART INC,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"26 NEVINS STREET BROOKLYN, NY 11217 (40.688080035, -73.981393364)",40.688080035,-73.981393364,"26 NEVINS STREET BROOKLYN, NY 11217 ",360470037001001,36047003700
36047003700,Census Tract 37; Kings County; New York,32.7,4085,4085,367,169709,372,1916,8.6,1.8,451,451,241,21416,189,239,5.4,NYC,TOPIA NEWS STAND INC,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"22  NEVINS STREET BROOKLYN, NY 11217 (40.688184827, -73.98131879)",40.688184827,-73.98131879,"22  NEVINS STREET BROOKLYN, NY 11217 ",360470037001001,36047003700
36047003700,Census Tract 37; Kings County; New York,32.7,4085,4085,367,169709,372,1916,8.6,1.8,451,451,241,21416,189,239,5.4,NYC,"METRO FINEST DELI, INC",BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"233 SCHERMERHORN STREET BROOKLYN, NY 11201 (40.688538165, -73.984553979)",40.688538165,-73.984553979,"233 SCHERMERHORN STREET BROOKLYN, NY 11201 ",360470037001011,36047003700
36047003700,Census Tract 37; Kings County; New York,32.7,4085,4085,367,169709,372,1916,8.6,1.8,451,451,241,21416,189,239,5.4,NYC,PUFF CITY CONVENIENCE 1 CORP,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"542 FULTON STREET BROOKLYN, NY 11201 (40.688873064, -73.981208007)",40.688873064,-73.981208007,"542 FULTON STREET BROOKLYN, NY 11201 ",360470037001001,36047003700
36047003700,Census Tract 37; Kings County; New York,32.7,4085,4085,367,169709,372,1916,8.6,1.8,451,451,241,21416,189,239,5.4,NYC,BLUE LINE NEWSSTAND CORP,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"245 SCHERMERHORN STREET BROOKLYN, NY 11201 (40.688422663, -73.984256589)",40.688422663,-73.984256589,"245 SCHERMERHORN STREET BROOKLYN, NY 11201 ",360470037001011,36047003700
36047003900,Census Tract 39; Kings County; New York,35.4,2523,2523,163,136307,316,748,15.1,2.2,437,437,88,22235,99,117,7.8,NYC,22 4TH AVENUE DELI & GROCERY INC,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"22 4TH AVENUE BROOKLYN, NY 11217 (40.684152712, -73.978747667)",40.684152712,-73.978747667,"22 4TH AVENUE BROOKLYN, NY 11217 ",360470039003000,36047003900
36047003900,Census Tract 39; Kings County; New York,35.4,2523,2523,163,136307,316,748,15.1,2.2,437,437,88,22235,99,117,7.8,NYC,CONVENIENCE /SMOKE SHOP,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"20 4TH AVENUE BROOKLYN, NY 11217 (40.68419416, -73.978719587)",40.68419416,-73.978719587,"20 4TH AVENUE BROOKLYN, NY 11217 ",360470039003000,36047003900
36047003900,Census Tract 39; Kings County; New York,35.4,2523,2523,163,136307,316,748,15.1,2.2,437,437,88,22235,99,117,7.8,NYC,22 CONVENIENT SHOP CORP,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"22 4TH AVENUE BROOKLYN, NY 11217 (40.684152712, -73.978747667)",40.684152712,-73.978747667,"22 4TH AVENUE BROOKLYN, NY 11217 ",360470039003000,36047003900
36047003900,Census Tract 39; Kings County; New York,35.4,2523,2523,163,136307,316,748,15.1,2.2,437,437,88,22235,99,117,7.8,NYC,ZAZA ZAGS CORP.,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"502A ATLANTIC AVENUE BROOKLYN, NY 11217 (40.685654366, -73.981721336)",40.685654366,-73.981721336,"502A ATLANTIC AVENUE BROOKLYN, NY 11217 ",360470039002000,36047003900
36047003900,Census Tract 39; Kings County; New York,35.4,2523,2523,163,136307,316,748,15.1,2.2,437,437,88,22235,99,117,7.8,NYC,PACIFIC MINI MART 1 CORP,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"44 4TH AVENUE BROOKLYN, NY 11217 (40.683396064, -73.97913839)",40.683396064,-73.97913839,"44 4TH AVENUE BROOKLYN, NY 11217 ",360470039003001,36047003900
36047003900,Census Tract 39; Kings County; New York,35.4,2523,2523,163,136307,316,748,15.1,2.2,437,437,88,22235,99,117,7.8,NYC,MOONS ORGANIC CAFE INC.,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,RESTAURANT/ATUPA,07/10/2023,"496 ATLANTIC AVENUE BROOKLYN, NY 11217 (40.685606301, -73.981835728)",40.685606301,-73.981835728,"496 ATLANTIC AVENUE BROOKLYN, NY 11217 ",360470039002000,36047003900
36047003900,Census Tract 39; Kings County; New York,35.4,2523,2523,163,136307,316,748,15.1,2.2,437,437,88,22235,99,117,7.8,NYC,NEW BERGEN GOURMET DELI CORP.,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"143 NEVINS STREET BROOKLYN, NY 11217 (40.684245457, -73.983786532)",40.684245457,-73.983786532,"143 NEVINS STREET BROOKLYN, NY 11217 ",360470039002002,36047003900
36047003900,Census Tract 39; Kings County; New York,35.4,2523,2523,163,136307,316,748,15.1,2.2,437,437,88,22235,99,117,7.8,NYC,ULTIMATE STATE DELI CORP,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"25 3RD AVENUE BROOKLYN, NY 11217 (40.685883143, -73.980236215)",40.685883143,-73.980236215,"25 3RD AVENUE BROOKLYN, NY 11217 ",360470039001003,36047003900
36047004100,Census Tract 41; Kings County; New York,33.1,3445,3445,294,214275,430,851,10.9,3.2,432,432,122,16409,103,139,3.3,NYC,STATE EXPRESS DELI CORP,BROOKLYN,NY,11217,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"68 BOND STREET BROOKLYN, NY 11217 (40.687714858, -73.984396278)",40.687714858,-73.984396278,"68 BOND STREET BROOKLYN, NY 11217 ",360470041001002,36047004100
36047004100,Census Tract 41; Kings County; New York,33.1,3445,3445,294,214275,430,851,10.9,3.2,432,432,122,16409,103,139,3.3,NYC,"MAHANT 404, INC",BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"404 ATLANTIC AVENUE BROOKLYN, NY 11217 (40.686766147, -73.98480552)",40.686766147,-73.98480552,"404 ATLANTIC AVENUE BROOKLYN, NY 11217 ",360470041003000,36047004100
36047004300,Census Tract 43; Kings County; New York,33.9,3880,3880,392,162500,465,1409,10.7,1.9,377,377,118,30021,92,175,5.0,NYC,SMITH GOURMET DELI CORP,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"126 SMTH STREET BROOKLYN, NY 11201 (40.6875188, -73.990072456)",40.6875188,-73.990072456,"126 SMTH STREET BROOKLYN, NY 11201 ",360470043004005,36047004300
36047004300,Census Tract 43; Kings County; New York,33.9,3880,3880,392,162500,465,1409,10.7,1.9,377,377,118,30021,92,175,5.0,NYC,SMITH ORGANICS INC,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"147 SMITH STREET BROOKLYN, NY 11201 (40.686790874, -73.99029005)",40.686790874,-73.99029005,"147 SMITH STREET BROOKLYN, NY 11201 ",360470043003003,36047004300
36047004300,Census Tract 43; Kings County; New York,33.9,3880,3880,392,162500,465,1409,10.7,1.9,377,377,118,30021,92,175,5.0,NYC,C DELI & JUICE BAR CORP,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"145 COURT STREET BROOKLYN, NY 11201 (40.689285915, -73.992416036)",40.689285915,-73.992416036,"145 COURT STREET BROOKLYN, NY 11201 ",360470043004001,36047004300
36047004300,Census Tract 43; Kings County; New York,33.9,3880,3880,392,162500,465,1409,10.7,1.9,377,377,118,30021,92,175,5.0,NYC,98 SMITH CONVENIENCE CORP,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"98 SMITH STREET BROOKLYN, NY 11201 (40.688335742, -73.989518161)",40.688335742,-73.989518161,"98 SMITH STREET BROOKLYN, NY 11201 ",360470043004000,36047004300
36047004500,Census Tract 45; Kings County; New York,38.3,3450,3450,382,165714,625,975,4.9,3.2,562,562,247,9753,100,134,2.2,NYC,ADAMZ CONVENIENCE STORE CORP.,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"194 COURT STREET BROOKLYN, NY 11201 (40.687275725, -73.993699557)",40.687275725,-73.993699557,"194 COURT STREET BROOKLYN, NY 11201 ",360470045003000,36047004500
36047004500,Census Tract 45; Kings County; New York,38.3,3450,3450,382,165714,625,975,4.9,3.2,562,562,247,9753,100,134,2.2,NYC,CLINTON VIBEZ 1 CORP,NEW YORK,NY,10002,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"201 CLINTON  STREET NEW YORK, NY 10002 (40.689458833, -73.994592146)",40.689458833,-73.994592146,"201 CLINTON  STREET NEW YORK, NY 10002 ",360470045001003,36047004500
36047004500,Census Tract 45; Kings County; New York,38.3,3450,3450,382,165714,625,975,4.9,3.2,562,562,247,9753,100,134,2.2,NYC,ATLANTIC AVE SMOKE SHOP INC,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"176 ATLANTIC AVENUE BROOKLYN, NY 11201 (40.689902278, -73.993659156)",40.689902278,-73.993659156,"176 ATLANTIC AVENUE BROOKLYN, NY 11201 ",360470045001000,36047004500
36047004500,Census Tract 45; Kings County; New York,38.3,3450,3450,382,165714,625,975,4.9,3.2,562,562,247,9753,100,134,2.2,NYC,DREAMS GOURMET INC.,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,RESTAURANT/ATUPA,07/10/2023,"170 COURT STREET BROOKLYN, NY 11201 (40.688062534, -73.993313822)",40.688062534,-73.993313822,"170 COURT STREET BROOKLYN, NY 11201 ",360470045002000,36047004500
36047004900,Census Tract 49; Kings County; New York,41.0,2839,2839,325,160694,427,656,10.0,2.0,412,412,161,31471,117,114,4.4,NYC,NRT FOOD CORP.,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"118 KANE STREET BROOKLYN, NY 11201 (40.687066596, -73.999617013)",40.687066596,-73.999617013,"118 KANE STREET BROOKLYN, NY 11201 ",360470049003001,36047004900
