GEOID,NAME,med_age_estimate,population_estimate,total_race_estimate,white_estimate,med_inc_estimate,owners_estimate,renters_estimate,perc_poverty_estimate,med_age_moe,population_moe,total_race_moe,white_moe,med_inc_moe,owners_moe,renters_moe,perc_poverty_moe,census_tract,counts
36081027900,Census Tract 279; Queens County; New York,41.5,7738,7738,203,81165,621,1806,7.4,1.9,1670,1670,122,10815,174,324,3.4,36081027900,1
36081028200,Census Tract 282; Queens County; New York,31.3,2221,2221,1970,66071,349,259,7.4,5.6,477,477,507,63235,73,118,9.1,36081028200,2
36081028300,Census Tract 283; Queens County; New York,43.0,7576,7576,403,76747,1014,2280,12.9,3.1,1172,1172,370,11339,196,358,5.5,36081028300,4
36081028400,Census Tract 284; Queens County; New York,41.1,4242,4242,3863,103664,755,465,3.1,4.5,691,691,740,18990,146,223,2.6,36081028400,3
36081028500,Census Tract 285; Queens County; New York,43.9,5172,5172,185,101250,1137,1071,8.4,5.7,829,829,111,22482,194,272,3.7,36081028500,1
36081028700,Census Tract 287; Queens County; New York,44.2,6915,6915,160,74543,1015,2029,22.7,5.8,1117,1117,99,8356,252,407,13.1,36081028700,4
36081028801,Census Tract 288.01; Queens County; New York,31.4,2655,2655,2273,94821,444,351,3.9,2.4,742,742,659,59969,96,116,4.3,36081028801,2
36081028900,Census Tract 289; Queens County; New York,38.0,5104,5104,22,75547,530,1454,9.9,2.0,1342,1342,35,20917,158,247,5.7,36081028900,10
36081029100,Census Tract 291; Queens County; New York,45.1,6124,6124,94,63740,861,1557,13.3,2.0,893,893,77,9406,261,435,6.5,36081029100,1
36081029300,Census Tract 293; Queens County; New York,37.1,1218,1218,3,70452,112,269,4.1,3.9,273,273,7,23757,40,78,2.9,36081029300,2
36081029400,Census Tract 294; Queens County; New York,39.8,7951,7951,5848,100044,1211,1215,7.8,5.8,1316,1316,1396,20442,262,406,2.3,36081029400,9
36081029500,Census Tract 295; Queens County; New York,39.1,4064,4064,107,84972,1174,701,7.8,5.9,529,529,91,10633,367,151,3.5,36081029500,2
36081029700,Census Tract 297; Queens County; New York,34.8,2343,2343,5,98125,324,407,8.3,2.4,318,318,7,28319,80,82,4.8,36081029700,2
36081030600,Census Tract 306; Queens County; New York,35.5,4980,4980,3660,93537,948,457,8.7,3.7,779,779,706,28117,179,143,4.7,36081030600,4
36081030903,Census Tract 309.03; Queens County; New York,45.1,5132,5132,327,80385,992,688,4.7,3.8,706,706,254,17194,197,153,3.6,36081030903,6
36081030904,Census Tract 309.04; Queens County; New York,46.4,2762,2762,18,55406,416,615,12.5,5.9,501,501,17,19714,117,241,5.9,36081030904,1
36081030906,Census Tract 309.06; Queens County; New York,45.4,3582,3582,95,79075,338,863,12.8,9.7,850,850,130,9311,126,201,6.8,36081030906,3
36081031700,Census Tract 317; Queens County; New York,39.0,5414,5414,612,71822,1208,988,11.6,5.1,1134,1134,634,28491,316,352,7.7,36081031700,2
36081032000,Census Tract 320; Queens County; New York,35.7,5504,5504,4088,93692,722,572,25.8,3.8,802,802,704,24467,141,190,7.8,36081032000,5
36081032700,Census Tract 327; Queens County; New York,34.1,3321,3321,44,60398,345,534,12.3,7.2,870,870,47,18555,107,132,8.5,36081032700,2
36081032800,Census Tract 328; Queens County; New York,35.0,3031,3031,2604,92500,572,282,6.7,4.6,566,566,494,13087,112,101,3.9,36081032800,1
36081032900,Census Tract 329; Queens County; New York,36.1,3369,3369,569,55529,638,364,14.1,5.6,531,531,346,14842,150,207,10.8,36081032900,3
36081033000,Census Tract 330; Queens County; New York,37.8,7098,7098,6093,96357,1500,612,9.2,4.1,947,947,929,8124,222,200,5.0,36081033000,6
36081033403,Census Tract 334.03; Queens County; New York,47.6,4346,4346,4119,51520,249,2005,14.8,6.3,608,608,652,1985,158,159,8.6,36081033403,1
36081033405,Census Tract 334.05; Queens County; New York,48.5,3376,3376,2813,77161,771,872,4.1,13.3,760,760,790,29582,261,305,5.7,36081033405,1
36081034700,Census Tract 347; Queens County; New York,40.1,3360,3360,370,71464,373,529,19.9,6.7,692,692,201,8412,90,169,12.6,36081034700,3
36081035100,Census Tract 351; Queens County; New York,41.2,3650,3650,348,73536,964,385,15.4,3.5,693,693,164,21862,182,151,9.9,36081035100,1
36081035700,Census Tract 357; Queens County; New York,48.4,4121,4121,1287,84242,559,391,12.5,8.9,743,743,301,12339,100,197,6.6,36081035700,1
36081035800,Census Tract 358; Queens County; New York,40.3,4199,4199,3763,89570,738,561,6.0,4.4,723,723,776,15074,130,152,3.3,36081035800,4
36081036100,Census Tract 361; Queens County; New York,43.7,2201,2201,380,71433,303,376,5.4,10.9,387,387,285,31575,119,108,3.4,36081036100,3
36081036300,Census Tract 363; Queens County; New York,36.1,2081,2081,516,74148,225,386,11.9,4.1,349,349,206,16222,71,78,5.6,36081036300,2
36081036500,Census Tract 365; Queens County; New York,35.2,2696,2696,447,67625,360,397,17.5,5.2,583,583,270,16402,125,98,10.8,36081036500,1
36081036600,Census Tract 366; Queens County; New York,39.7,2939,2939,2454,76181,646,375,7.0,4.4,544,544,547,16265,132,104,5.2,36081036600,5
36081036700,Census Tract 367; Queens County; New York,39.3,2213,2213,760,54750,266,406,17.5,6.7,416,416,227,25181,105,99,9.7,36081036700,1
36081036800,Census Tract 368; Queens County; New York,40.1,2562,2562,2187,85455,515,253,7.1,9.2,644,644,662,31504,95,66,5.2,36081036800,3
36081037300,Census Tract 373; Queens County; New York,28.3,2543,2543,203,78413,208,345,13.2,5.1,678,678,92,21354,55,74,7.0,36081037300,1
36081037501,Census Tract 375.01; Queens County; New York,29.7,1408,1408,116,56458,50,269,31.0,7.4,338,338,190,8396,41,72,19.6,36081037501,3
36081037502,Census Tract 375.02; Queens County; New York,32.2,2724,2724,409,68725,168,510,13.0,5.1,664,664,377,6586,56,100,7.4,36081037502,2
36081037600,Census Tract 376; Queens County; New York,38.9,6274,6274,5613,112708,1368,459,7.5,5.0,1115,1115,1086,23483,181,162,5.4,36081037600,2
36081037700,Census Tract 377; Queens County; New York,29.3,4173,4173,257,88286,155,654,10.7,3.1,816,816,165,7775,74,119,5.6,36081037700,3
36081037900,Census Tract 379; Queens County; New York,32.5,7170,7170,171,77904,309,1233,20.3,4.2,1248,1248,114,9397,98,196,11.3,36081037900,5
36081038100,Census Tract 381; Queens County; New York,34.7,7121,7121,879,75521,647,1109,14.7,2.1,1104,1104,311,15406,184,178,7.3,36081038100,3
36081038400,Census Tract 384; Queens County; New York,46.5,2539,2539,2291,97946,614,158,9.3,3.0,477,477,465,17441,131,69,7.1,36081038400,2
36081039400,Census Tract 394; Queens County; New York,37.9,3328,3328,2638,99950,535,388,20.7,4.6,540,540,333,13642,93,93,11.3,36081039400,1
36081039800,Census Tract 398; Queens County; New York,40.5,1667,1667,1499,123864,372,128,7.7,7.6,432,432,418,29810,79,54,7.7,36081039800,3
36081039901,Census Tract 399.01; Queens County; New York,32.3,2547,2547,14,111563,142,377,3.8,7.8,467,467,3,32297,60,93,2.7,36081039901,4
36081039902,Census Tract 399.02; Queens County; New York,32.8,1867,1867,252,57784,36,399,28.8,12.0,483,483,145,10374,32,102,15.8,36081039902,1
36081040101,Census Tract 401.01; Queens County; New York,39.0,2852,2852,11,58512,279,487,11.6,2.8,670,670,17,9339,99,146,9.3,36081040101,2
36081040102,Census Tract 401.02; Queens County; New York,32.5,4940,4940,108,71283,164,1037,22.0,2.8,801,801,86,7101,80,208,8.5,36081040102,5
36081040200,Census Tract 402; Queens County; New York,42.5,1750,1750,1292,131761,461,48,8.6,5.8,312,312,218,43513,100,31,7.5,36081040200,3
36081040301,Census Tract 403.01; Queens County; New York,35.4,3151,3151,102,34457,143,787,15.6,3.6,711,711,169,19321,57,351,6.9,36081040301,2
36081040302,Census Tract 403.02; Queens County; New York,31.4,4149,4149,10,75385,318,744,15.4,5.7,751,751,18,17741,123,153,8.4,36081040302,2
36081040400,Census Tract 404; Queens County; New York,45.3,4529,4529,3354,85063,946,507,9.5,4.0,575,575,529,35636,180,191,5.7,36081040400,2
36081040501,Census Tract 405.01; Queens County; New York,35.8,564,564,68,95159,9,180,6.0,2.6,329,329,69,30224,12,104,8.3,36081040501,4
36081040502,Census Tract 405.02; Queens County; New York,40.7,2306,2306,165,88893,91,446,8.4,8.5,529,529,181,12256,39,110,5.2,36081040502,6
36081040701,Census Tract 407.01; Queens County; New York,30.9,3676,3676,0,79558,32,835,17.0,8.4,920,920,13,9368,35,147,10.8,36081040701,6
36081040702,Census Tract 407.02; Queens County; New York,35.7,4341,4341,77,93182,254,742,18.1,3.6,877,877,89,26368,111,144,11.3,36081040702,2
36081040901,Census Tract 409.01; Queens County; New York,38.4,2119,2119,0,98750,153,268,8.5,8.1,552,552,13,54559,126,63,8.7,36081040901,2
36081040902,Census Tract 409.02; Queens County; New York,32.5,3573,3573,56,70104,142,728,12.0,3.2,699,699,54,20931,75,118,8.3,36081040902,1
36081041100,Census Tract 411; Queens County; New York,36.8,3850,3850,50,64568,520,643,19.5,7.9,878,878,34,17355,349,300,9.4,36081041100,3
36081041300,Census Tract 413; Queens County; New York,34.8,4600,4600,53,71932,211,818,28.2,1.6,759,759,49,12387,100,144,12.0,36081041300,4
36081041500,Census Tract 415; Queens County; New York,36.6,4292,4292,320,65112,401,956,18.4,4.8,948,948,404,23628,217,405,10.8,36081041500,4
36081042400,Census Tract 424; Queens County; New York,46.7,2587,2587,2178,77445,670,205,6.3,9.8,393,393,412,34641,130,140,4.4,36081042400,1
36081042700,Census Tract 427; Queens County; New York,36.6,4536,4536,460,52007,333,1185,23.1,3.1,896,896,510,30271,129,334,10.1,36081042700,2
36081043701,Census Tract 437.01; Queens County; New York,39.6,3418,3418,294,74205,231,620,16.2,4.1,555,555,133,40987,81,112,11.1,36081043701,1
36081043702,Census Tract 437.02; Queens County; New York,35.5,8025,8025,414,61649,1108,1067,10.5,5.1,1387,1387,275,14849,215,243,6.1,36081043702,2
36081043900,Census Tract 439; Queens County; New York,35.4,3209,3209,202,69919,311,701,20.9,3.3,721,721,214,19040,120,175,12.9,36081043900,8
36081044000,Census Tract 440; Queens County; New York,31.9,3986,3986,2012,56518,403,690,10.2,6.7,888,888,612,12178,136,170,5.3,36081044000,2
36081044301,Census Tract 443.01; Queens County; New York,39.1,3765,3765,256,26172,95,1294,24.6,8.4,892,892,136,8467,59,156,8.0,36081044301,2
36081044302,Census Tract 443.02; Queens County; New York,40.7,4799,4799,554,60654,478,910,13.7,3.4,871,871,233,25198,123,181,5.8,36081044302,5
36081044400,Census Tract 444; Queens County; New York,34.6,3962,3962,943,42521,299,826,25.1,4.7,868,868,421,8957,109,162,8.4,36081044400,2
36081044601,Census Tract 446.01; Queens County; New York,38.9,3796,3796,1269,52653,189,1005,17.8,8.3,616,616,391,22950,88,154,8.2,36081044601,8
36081044602,Census Tract 446.02; Queens County; New York,35.6,5210,5210,1016,44700,222,1328,30.5,3.7,719,719,315,19475,83,337,8.2,36081044602,6
36081044800,Census Tract 448; Queens County; New York,35.0,2889,2889,210,65227,290,616,17.1,1.7,506,506,121,26668,83,221,9.4,36081044800,1
36081045000,Census Tract 450; Queens County; New York,32.8,2004,2004,96,137109,350,411,7.0,11.2,486,486,90,98225,59,362,5.6,36081045000,2
36081045400,Census Tract 454; Queens County; New York,42.0,4793,4793,487,65610,691,1005,18.9,3.8,891,891,237,16111,243,291,9.2,36081045400,2
36081045500,Census Tract 455; Queens County; New York,33.2,13869,13869,5273,75033,0,4482,21.2,1.6,2189,2189,1398,16353,21,341,8.1,36081045500,1
36081045800,Census Tract 458; Queens County; New York,38.0,2516,2516,401,80380,352,371,4.8,4.5,443,443,272,20199,94,86,3.3,36081045800,2
36081045900,Census Tract 459; Queens County; New York,35.4,4025,4025,2,78104,385,634,7.4,6.0,785,785,5,14285,90,183,3.0,36081045900,1
36081046000,Census Tract 460; Queens County; New York,34.2,6259,6259,1122,67267,432,1496,12.3,5.0,867,867,366,8517,165,165,5.0,36081046000,7
36081046100,Census Tract 461; Queens County; New York,34.7,2482,2482,12,69750,157,544,11.1,2.4,432,432,10,16722,41,89,6.8,36081046100,4
36081046200,Census Tract 462; Queens County; New York,40.8,6079,6079,1240,56062,554,1444,7.9,6.2,1087,1087,342,4033,155,389,4.3,36081046200,9
36081046300,Census Tract 463; Queens County; New York,34.5,4097,4097,155,70451,236,822,9.8,2.4,555,555,193,8897,82,146,5.6,36081046300,1
36081046500,Census Tract 465; Queens County; New York,31.1,4575,4575,9,76833,245,811,11.3,4.8,740,740,14,16204,104,101,5.3,36081046500,7
36081046600,Census Tract 466; Queens County; New York,37.4,4806,4806,1174,71538,394,1004,16.0,2.4,735,735,476,10296,123,162,9.5,36081046600,4
36081046800,Census Tract 468; Queens County; New York,40.7,3726,3726,652,81280,646,377,15.2,3.4,699,699,363,18869,103,112,8.6,36081046800,6
36081046901,Census Tract 469.01; Queens County; New York,35.2,5055,5055,167,67381,322,1076,10.8,5.6,1155,1155,163,14497,162,185,6.4,36081046901,3
36081046902,Census Tract 469.02; Queens County; New York,40.7,3765,3765,58,78646,221,918,14.9,5.8,581,581,58,19054,76,109,10.1,36081046902,2
36081047000,Census Tract 470; Queens County; New York,44.1,3473,3473,91,65833,554,442,20.3,5.8,678,678,74,47617,82,267,11.2,36081047000,1
36081047100,Census Tract 471; Queens County; New York,42.5,4691,4691,8,55068,268,1234,10.1,6.1,844,844,8,12691,94,299,6.6,36081047100,1
36081047200,Census Tract 472; Queens County; New York,52.3,4036,4036,1031,116101,735,628,4.6,6.0,563,563,280,12192,171,196,4.3,36081047200,2
36081047300,Census Tract 473; Queens County; New York,40.0,4407,4407,40,65538,693,975,5.7,2.0,589,589,46,10678,123,193,2.4,36081047300,3
36081047500,Census Tract 475; Queens County; New York,38.1,5262,5262,67,79631,474,1246,10.4,1.6,619,619,60,7281,97,265,4.1,36081047500,4
36081047801,Census Tract 478.01; Queens County; New York,56.7,3455,3455,332,39962,1497,385,21.6,2.1,633,633,162,32748,310,284,11.1,36081047801,2
36081047802,Census Tract 478.02; Queens County; New York,41.7,1385,1385,614,91483,200,203,6.6,2.8,330,330,317,30248,49,108,6.8,36081047802,3
36081047900,Census Tract 479; Queens County; New York,36.2,5903,5903,202,79796,494,1356,10.7,3.9,1019,1019,133,12769,131,284,4.7,36081047900,3
36081048000,Census Tract 480; Queens County; New York,47.7,2375,2375,67,92984,513,183,7.0,7.0,508,508,71,25200,158,74,7.9,36081048000,5
36081048100,Census Tract 481; Queens County; New York,39.6,7021,7021,145,69063,458,1377,12.3,2.6,1213,1213,82,15260,169,306,7.1,36081048100,5
36081048200,Census Tract 482; Queens County; New York,52.7,1344,1344,434,70766,198,215,10.8,8.2,249,249,171,8296,51,88,8.9,36081048200,1
36081048301,Census Tract 483.01; Queens County; New York,37.9,2178,2178,10,69556,302,429,15.3,4.5,349,349,16,26558,163,91,9.0,36081048301,1
36081048302,Census Tract 483.02; Queens County; New York,35.6,2424,2424,0,86250,163,479,9.4,2.8,484,484,13,13852,60,148,5.0,36081048302,2
36081048400,Census Tract 484; Queens County; New York,35.3,4997,4997,1327,77014,792,517,6.6,6.2,826,826,485,10354,166,157,4.5,36081048400,4
36081048500,Census Tract 485; Queens County; New York,35.9,4631,4631,73,73362,764,848,11.7,6.6,757,757,63,23042,210,174,6.4,36081048500,2
36081048900,Census Tract 489; Queens County; New York,39.0,1633,1633,28,56600,266,256,17.6,5.9,415,415,26,11808,214,70,11.5,36081048900,1
36081049201,Census Tract 492.01; Queens County; New York,41.3,3175,3175,2008,66992,80,1225,8.6,7.0,430,430,472,31196,76,154,4.1,36081049201,1
36081049301,Census Tract 493.01; Queens County; New York,43.6,2357,2357,0,71950,441,316,19.4,4.9,422,422,13,18412,103,87,12.5,36081049301,1
36081049302,Census Tract 493.02; Queens County; New York,37.2,3171,3171,50,63125,411,527,19.1,5.1,690,690,34,54336,235,99,11.9,36081049302,6
36081049600,Census Tract 496; Queens County; New York,51.0,3042,3042,1250,100809,803,113,9.0,3.4,528,528,536,22572,113,68,5.5,36081049600,2
36081049700,Census Tract 497; Queens County; New York,41.2,3123,3123,7,63250,489,462,5.8,9.8,856,856,5,29895,141,164,4.0,36081049700,2
36081049900,Census Tract 499; Queens County; New York,35.5,5440,5440,46,80290,650,949,8.1,2.7,878,878,49,15537,123,151,4.4,36081049900,1
36081050000,Census Tract 500; Queens County; New York,37.3,4840,4840,3340,80513,129,1468,5.3,3.8,741,741,670,18120,58,193,2.9,36081050000,4
36081050201,Census Tract 502.01; Queens County; New York,44.5,1471,1471,1150,84233,353,116,9.7,7.0,303,303,315,13843,91,68,8.4,36081050201,1
36081050700,Census Tract 507; Queens County; New York,48.3,3458,3458,0,82703,630,645,8.3,4.2,567,567,13,24261,133,202,4.4,36081050700,1
36081050800,Census Tract 508; Queens County; New York,40.3,1756,1756,1554,73333,392,268,12.4,5.1,391,391,401,27266,114,96,8.0,36081050800,3
36081051000,Census Tract 510; Queens County; New York,38.6,1952,1952,1409,107601,362,91,15.7,6.6,387,387,386,17795,74,64,8.9,36081051000,1
36081051200,Census Tract 512; Queens County; New York,35.2,2786,2786,2072,115000,567,109,7.7,5.1,545,545,511,38295,103,56,5.5,36081051200,5
36081051500,Census Tract 515; Queens County; New York,39.3,3448,3448,20,100864,778,363,2.9,3.3,581,581,34,10729,166,94,2.1,36081051500,1
36081051600,Census Tract 516; Queens County; New York,39.5,2209,2209,1687,111750,417,180,8.2,6.8,489,489,300,43098,100,63,6.7,36081051600,1
36081051700,Census Tract 517; Queens County; New York,45.2,1928,1928,5,118587,421,339,6.7,6.1,298,298,11,16783,98,111,4.0,36081051700,4
36081052000,Census Tract 520; Queens County; New York,40.8,1448,1448,1206,82426,332,140,7.6,3.7,262,262,277,20141,63,76,4.1,36081052000,1
36081052100,Census Tract 521; Queens County; New York,43.6,1969,1969,42,106150,407,282,8.1,14.4,412,412,49,25950,72,105,4.8,36081052100,4
36081052400,Census Tract 524; Queens County; New York,37.6,2155,2155,1774,107135,472,116,11.9,4.4,404,404,422,18025,70,73,7.3,36081052400,1
36081052500,Census Tract 525; Queens County; New York,40.0,2575,2575,79,76827,470,341,8.9,8.9,373,373,91,22069,74,85,6.5,36081052500,4
36081052600,Census Tract 526; Queens County; New York,44.0,2449,2449,1937,89051,539,222,3.9,8.4,459,459,381,19278,186,105,2.8,36081052600,3
36081052800,Census Tract 528; Queens County; New York,41.7,1513,1513,1139,84113,343,171,7.1,9.0,382,382,269,25001,84,75,5.7,36081052800,4
36081053000,Census Tract 530; Queens County; New York,37.1,2756,2756,2247,125938,553,95,5.2,5.7,548,548,580,21411,76,59,4.2,36081053000,1
36081053100,Census Tract 531; Queens County; New York,48.0,3202,3202,2,62143,649,687,7.7,6.5,644,644,2,19886,182,161,4.5,36081053100,5
36081053200,Census Tract 532; Queens County; New York,36.4,2358,2358,1817,88802,486,127,7.5,8.1,333,333,349,23955,77,67,6.3,36081053200,1
36081053401,Census Tract 534.01; Queens County; New York,42.9,2087,2087,1818,127000,445,125,2.0,8.4,521,521,528,28567,86,65,1.4,36081053401,3
36081053901,Census Tract 539.01; Queens County; New York,34.4,4367,4367,196,88585,582,955,8.2,6.0,623,623,122,13332,116,214,4.4,36081053901,5
36081054000,Census Tract 540; Queens County; New York,39.7,3943,3943,1917,60329,822,479,14.6,5.4,771,771,609,43618,243,134,7.2,36081054000,2
36081054200,Census Tract 542; Queens County; New York,43.9,5559,5559,1584,81439,1321,327,11.1,4.9,973,973,506,30524,367,117,5.8,36081054200,4
36081054500,Census Tract 545; Queens County; New York,35.9,3749,3749,22,59980,274,1103,12.2,4.6,608,608,33,21838,228,150,4.9,36081054500,3
36081054700,Census Tract 547; Queens County; New York,29.8,4953,4953,207,111641,253,1229,11.5,2.8,775,775,117,27654,206,157,8.4,36081054700,5
36081054800,Census Tract 548; Queens County; New York,42.1,2472,2472,521,103333,539,143,8.4,5.2,410,410,283,38612,122,57,6.9,36081054800,1
36081054900,Census Tract 549; Queens County; New York,32.1,5800,5800,207,89283,64,1519,13.8,2.8,810,810,103,6813,51,145,6.6,36081054900,9
36081055100,Census Tract 551; Queens County; New York,34.0,4398,4398,396,81000,123,1467,16.8,6.0,637,637,251,26705,57,138,5.1,36081055100,9
36081055200,Census Tract 552; Queens County; New York,41.0,2990,2990,300,66357,465,523,7.6,9.0,539,539,165,11334,106,102,6.1,36081055200,2
36081055300,Census Tract 553; Queens County; New York,29.9,3133,3133,118,84315,93,924,12.6,2.3,522,522,77,7687,52,125,7.0,36081055300,2
36081055500,Census Tract 555; Queens County; New York,37.6,2168,2168,184,75917,197,536,12.9,4.5,422,422,159,27149,60,134,6.8,36081055500,4
36081055600,Census Tract 556; Queens County; New York,44.1,2355,2355,260,122357,573,127,7.5,6.1,469,469,101,20138,118,65,5.1,36081055600,1
36081055700,Census Tract 557; Queens County; New York,33.6,4025,4025,197,86346,244,1168,10.1,2.7,602,602,108,11475,99,166,6.2,36081055700,8
36081055800,Census Tract 558; Queens County; New York,52.2,1795,1795,197,80536,531,171,9.6,6.2,324,324,126,39531,181,105,7.2,36081055800,1
36081055900,Census Tract 559; Queens County; New York,32.6,1158,1158,78,77188,98,249,17.7,5.2,283,283,57,18180,38,68,7.6,36081055900,1
36081056500,Census Tract 565; Queens County; New York,33.1,1797,1797,90,118319,267,334,4.0,4.3,331,331,57,14069,72,150,2.1,36081056500,2
36081056600,Census Tract 566; Queens County; New York,49.4,1369,1369,398,70938,286,176,22.4,12.4,347,347,132,30872,39,140,19.4,36081056600,3
36081056700,Census Tract 567; Queens County; New York,37.6,4971,4971,201,107540,908,693,4.9,1.9,871,871,157,22975,157,190,4.3,36081056700,3
36081056800,Census Tract 568; Queens County; New York,46.9,4901,4901,2989,106354,1001,550,6.2,1.6,660,660,673,26306,240,143,2.9,36081056800,3
36081057700,Census Tract 577; Queens County; New York,37.3,4056,4056,8,83438,404,1053,13.9,8.0,798,798,12,11756,119,193,9.4,36081057700,8
36081058100,Census Tract 581; Queens County; New York,37.7,2870,2870,108,74085,435,769,7.2,4.1,734,734,140,24910,132,266,4.5,36081058100,3
36081058200,Census Tract 582; Queens County; New York,37.4,5502,5502,3746,116369,1214,309,5.2,4.7,1035,1035,1049,39034,268,126,3.9,36081058200,1
36081058300,Census Tract 583; Queens County; New York,36.2,3757,3757,135,103774,340,1039,8.3,3.0,478,478,83,22234,93,161,6.4,36081058300,4
36081058500,Census Tract 585; Queens County; New York,36.2,4614,4614,196,86667,335,1327,9.9,2.3,575,575,139,12302,128,191,5.4,36081058500,6
36081058700,Census Tract 587; Queens County; New York,41.5,3080,3080,86,98016,292,991,6.5,4.4,448,448,83,16911,116,179,4.5,36081058700,2
36081058900,Census Tract 589; Queens County; New York,33.5,4833,4833,106,75089,130,1762,20.8,2.3,563,563,83,26260,69,238,8.4,36081058900,7
36081059100,Census Tract 591; Queens County; New York,38.3,5332,5332,175,72671,497,1705,14.2,3.7,798,798,172,11819,198,302,9.6,36081059100,2
36081059300,Census Tract 593; Queens County; New York,36.4,4115,4115,91,78462,420,1074,16.3,2.7,747,747,83,24734,145,163,9.8,36081059300,5
36081059501,Census Tract 595.01; Queens County; New York,37.9,1635,1635,19,75250,206,406,17.9,8.9,333,333,27,26417,79,106,10.6,36081059501,2
36081059502,Census Tract 595.02; Queens County; New York,31.0,3220,3220,17,59386,245,658,18.8,10.7,672,672,21,36440,114,192,14.0,36081059502,3
36081059600,Census Tract 596; Queens County; New York,52.5,1539,1539,1199,88913,530,24,5.2,3.9,316,316,287,43362,189,23,3.9,36081059600,1
36081059800,Census Tract 598; Queens County; New York,35.0,1801,1801,1656,103203,352,185,4.1,10.0,581,581,593,22253,55,104,4.9,36081059800,1
36081059900,Census Tract 599; Queens County; New York,43.9,1449,1449,44,84125,273,208,14.5,5.8,320,320,48,23255,52,72,11.5,36081059900,1
36081060100,Census Tract 601; Queens County; New York,39.4,2275,2275,30,88750,393,417,11.9,2.5,360,360,26,30587,120,83,7.5,36081060100,3
36081060300,Census Tract 603; Queens County; New York,36.4,2011,2011,0,90938,349,340,17.8,8.4,428,428,13,30750,114,105,10.4,36081060300,4
36081060800,Census Tract 608; Queens County; New York,41.9,1605,1605,1464,130208,366,89,6.4,8.6,372,372,377,49652,58,60,4.3,36081060800,1
36081061301,Census Tract 613.01; Queens County; New York,36.9,5070,5070,177,72055,394,1365,11.6,4.1,843,843,148,15014,107,200,4.9,36081061301,5
36081061800,Census Tract 618; Queens County; New York,41.5,1809,1809,1413,96587,558,159,3.6,8.6,318,318,287,15077,66,76,3.0,36081061800,1
36081061900,Census Tract 619; Queens County; New York,33.6,3543,3543,49,82500,504,666,13.7,3.4,774,774,64,49876,153,188,8.9,36081061900,5
36081062100,Census Tract 621; Queens County; New York,39.5,3053,3053,214,87955,380,616,6.8,3.6,609,609,175,20948,113,166,4.8,36081062100,2
36081062200,Census Tract 622; Queens County; New York,52.3,2043,2043,1821,115347,578,81,6.2,7.2,449,449,406,37432,85,45,3.1,36081062200,1
36081062500,Census Tract 625; Queens County; New York,39.5,2570,2570,96,74432,385,524,7.0,4.5,448,448,95,21838,119,92,3.2,36081062500,4
36081062600,Census Tract 626; Queens County; New York,38.3,2994,2994,2509,111659,794,95,4.1,4.3,493,493,498,18612,95,57,2.6,36081062600,1
36081062700,Census Tract 627; Queens County; New York,41.9,2860,2860,3,76447,606,498,3.2,9.3,528,528,3,24789,171,171,2.6,36081062700,3
36081062900,Census Tract 629; Queens County; New York,33.9,3476,3476,75,94055,325,890,8.1,6.6,488,488,81,4556,92,277,5.9,36081062900,3
36081063200,Census Tract 632; Queens County; New York,39.9,2534,2534,2374,120764,640,55,4.9,3.2,399,399,417,21242,113,42,4.9,36081063200,4
36081063301,Census Tract 633.01; Queens County; New York,36.1,1636,1636,87,101548,259,251,2.3,4.8,312,312,95,17199,55,79,2.0,36081063301,1
36081063500,Census Tract 635; Queens County; New York,45.7,2604,2604,21,105125,673,252,8.1,8.7,518,518,19,37362,156,76,3.8,36081063500,1
36081063700,Census Tract 637; Queens County; New York,44.4,3636,3636,28,99611,955,318,16.1,5.1,656,656,4,8650,194,167,9.2,36081063700,3
36081063800,Census Tract 638; Queens County; New York,43.8,3550,3550,3045,116859,966,124,10.7,3.8,663,663,675,35908,181,73,7.4,36081063800,2
36081063900,Census Tract 639; Queens County; New York,37.4,3160,3160,355,113409,570,472,6.4,10.0,760,760,399,46545,130,132,3.7,36081063900,2
36081064500,Census Tract 645; Queens County; New York,40.5,2034,2034,89,92313,426,345,14.8,1.4,390,390,94,25937,76,157,14.3,36081064500,2
36081065401,Census Tract 654.01; Queens County; New York,35.0,3616,3616,2479,101500,579,359,10.1,3.2,547,547,462,16061,114,119,7.3,36081065401,5
36081065600,Census Tract 656; Queens County; New York,48.6,4125,4125,2895,103438,922,588,3.6,3.1,824,824,652,21615,182,238,2.2,36081065600,2
36081065702,Census Tract 657.02; Queens County; New York,45.2,1430,1430,10,84327,335,264,3.1,3.3,222,222,16,14145,58,74,2.7,36081065702,3
36081065703,Census Tract 657.03; Queens County; New York,51.7,2916,2916,21,110882,623,391,3.7,18.6,838,838,28,21773,208,87,3.2,36081065703,3
36081066301,Census Tract 663.01; Queens County; New York,47.1,2944,2944,16,118333,850,152,2.2,4.6,324,324,22,35045,148,45,1.4,36081066301,1
36081066501,Census Tract 665.01; Queens County; New York,45.2,4059,4059,18,82356,855,696,6.2,5.1,695,695,41,25765,206,191,3.3,36081066501,1
36081066701,Census Tract 667.01; Queens County; New York,39.5,2718,2718,8,117500,554,320,12.3,7.0,583,583,14,24103,116,133,10.9,36081066701,1
36081066900,Census Tract 669; Queens County; New York,35.2,1758,1758,0,95208,296,356,8.7,5.6,287,287,13,23237,77,85,6.9,36081066900,2
