,GEOID,NAME,population_estimate,race_estimate,med_inc_estimate,tenure_estimate,poverty_estimate,population_moe,race_moe,med_inc_moe,tenure_moe,poverty_moe,LOCAL.HEALTH.UNIT,OPERATION.NAME,CITY,STATE,ZIP,MUNICIPALITY,COUNTY,VENDOR.TYPE,CREATION.DATE,LOCATION,LAT,LONG,ADDRESS,census_code,census_tract
820,36005033802,"Census Tract 338.02, Bronx County, New York",1713,1713,39487,575,1705,542,542,19047,98,542,NYC,BURKE CANDY & CONVENIENCE CORP,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"702 BURKE AVENUE BRONX, NY 10467 (40.871296428, -73.866940119)",40.871296428,-73.866940119,"702 BURKE AVENUE BRONX, NY 10467 ",360050338021002,36005033802
821,36005033802,"Census Tract 338.02, Bronx County, New York",1713,1713,39487,575,1705,542,542,19047,98,542,NYC,BRAVE DELI GROCERY INC.,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"712 BURKE AVENUE BRONX, NY 10467 (40.871291315, -73.866588163)",40.871291315,-73.866588163,"712 BURKE AVENUE BRONX, NY 10467 ",360050338021002,36005033802
822,36005034000,"Census Tract 340, Bronx County, New York",5775,5775,57782,1835,5670,915,915,13027,255,909,NYC,TIMS DELI & GROCERY CORP,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"804 BURKE AVENUE BRONX, NY 10467 (40.871223002, -73.863160887)",40.871223002,-73.863160887,"804 BURKE AVENUE BRONX, NY 10467 ",360050340001001,36005034000
823,36005034000,"Census Tract 340, Bronx County, New York",5775,5775,57782,1835,5670,915,915,13027,255,909,NYC,ALLERTON DELI GROCERY INC,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"801 ALLERTON AVENUE BRONX, NY 10467 (40.865681223, -73.863370183)",40.865681223,-73.863370183,"801 ALLERTON AVENUE BRONX, NY 10467 ",360050340004003,36005034000
824,36005034000,"Census Tract 340, Bronx County, New York",5775,5775,57782,1835,5670,915,915,13027,255,909,NYC,"VARGAS II FRUITS, DELI & GROCERY COR",BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"774 BURKE  AVENUE BRONX, NY 10467 (40.871242364, -73.864127991)",40.871242364,-73.864127991,"774 BURKE  AVENUE BRONX, NY 10467 ",360050340001002,36005034000
825,36005034000,"Census Tract 340, Bronx County, New York",5775,5775,57782,1835,5670,915,915,13027,255,909,NYC,M&A GOURMET DELI INC,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"777 ALLERTON AVENUE BRONX, NY 10467 (40.865651216, -73.864317506)",40.865651216,-73.864317506,"777 ALLERTON AVENUE BRONX, NY 10467 ",360050340003000,36005034000
826,36005034200,"Census Tract 342, Bronx County, New York",1665,1665,64113,613,1664,385,385,14852,161,384,NYC,2918 GAS CORP,BRONX,NY,10469,BRONX,NEW YORK CITY,OTHER,07/10/2023,"2918 BOSTON ROAD BRONX, NY 10469 (40.868058834, -73.858776062)",40.868058834,-73.858776062,"2918 BOSTON ROAD BRONX, NY 10469 ",360050342002008,36005034200
827,36005034300,"Census Tract 343, Bronx County, New York",1899,1899,83991,602,1712,294,294,16557,81,279,NYC,"YOUSEF, MEILAD & MASOUED, FATHY F",BRONX,NY,10471,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"6655 BROADWAY BRONX, NY 10471 (40.910084984, -73.896803667)",40.910084984,-73.896803667,"6655 BROADWAY BRONX, NY 10471 ",360050343002004,36005034300
828,36005034300,"Census Tract 343, Bronx County, New York",1899,1899,83991,602,1712,294,294,16557,81,279,NYC,N & I VENTURE CORP.,BRONX,NY,10471,BRONX,NEW YORK CITY,GAS STATION,07/10/2023,"6571 BROADWAY BRONX, NY 10471 (40.90774966, -73.896867872)",40.90774966,-73.896867872,"6571 BROADWAY BRONX, NY 10471 ",360050343001000,36005034300
829,36005034400,"Census Tract 344, Bronx County, New York",2165,2165,79779,615,2153,660,660,21859,132,658,NYC,AL-KAREEM GROCERY & HALAL MEETS INC,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1059 ALLERTON AVENUE BRONX, NY 10469 (40.86563265, -73.857234797)",40.86563265,-73.857234797,"1059 ALLERTON AVENUE BRONX, NY 10469 ",360050344001001,36005034400
830,36005034500,"Census Tract 345, Bronx County, New York",3645,3645,109167,1436,3540,615,615,27613,163,621,NYC,EMPIRE STATE GOURMET DELI LLC,BRONX,NY,10471,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"5800 MOSHOLU AVENUE BRONX, NY 10471 (40.905035935, -73.897276658)",40.905035935,-73.897276658,"5800 MOSHOLU AVENUE BRONX, NY 10471 ",360050345002001,36005034500
831,36005034800,"Census Tract 348, Bronx County, New York",6196,6196,42537,2075,6184,1012,1012,9407,286,1012,NYC,FELU GROCERY CORP,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1275 BURKE AVENUE BRONX, NY 10469 (40.871495875, -73.8496822)",40.871495875,-73.8496822,"1275 BURKE AVENUE BRONX, NY 10469 ",360050348001000,36005034800
832,36005034800,"Census Tract 348, Bronx County, New York",6196,6196,42537,2075,6184,1012,1012,9407,286,1012,NYC,AAA GUN HILL GAS INC.,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1128 EAST GUN HILL ROAD BRONX, NY 10469 (40.873202891, -73.854374557)",40.873202891,-73.854374557,"1128 EAST GUN HILL ROAD BRONX, NY 10469 ",360050348001006,36005034800
833,36005034800,"Census Tract 348, Bronx County, New York",6196,6196,42537,2075,6184,1012,1012,9407,286,1012,NYC,"LA REYNA MINI MARKET, CORP.",BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3224 YATES AVENUE BRONX, NY 10469 (40.872276063, -73.854425686)",40.872276063,-73.854425686,"3224 YATES AVENUE BRONX, NY 10469 ",360050348001005,36005034800
834,36005034800,"Census Tract 348, Bronx County, New York",6196,6196,42537,2075,6184,1012,1012,9407,286,1012,NYC,STOP ONE GROCERY & DELI INC,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1101 ALLERTON AVENUE BRONX, NY 10469 (40.865591998, -73.855572917)",40.865591998,-73.855572917,"1101 ALLERTON AVENUE BRONX, NY 10469 ",360050348004005,36005034800
835,36005035000,"Census Tract 350, Bronx County, New York",2207,2207,64172,733,2197,370,370,16262,166,369,NYC,B-A DELI MART INC,BRONX,NY,10469,BRONX,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"1360 EAST GUN HILL ROAD BRONX, NY 10469 (40.870239051, -73.846139756)",40.870239051,-73.846139756,"1360 EAST GUN HILL ROAD BRONX, NY 10469 ",360050350001003,36005035000
836,36005035000,"Census Tract 350, Bronx County, New York",2207,2207,64172,733,2197,370,370,16262,166,369,NYC,THE LAST STOP DELI GROCERY CORP,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1380 E GUN HILL ROAD BRONX, NY 10469 (40.869981056, -73.845638099)",40.869981056,-73.845638099,"1380 E GUN HILL ROAD BRONX, NY 10469 ",360050350001006,36005035000
837,36005035000,"Census Tract 350, Bronx County, New York",2207,2207,64172,733,2197,370,370,16262,166,369,NYC,UNITED GOURMET DELI CORP,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1304 EAST GUN HILL ROAD BRONX, NY 10469 (40.871499018, -73.848553325)",40.871499018,-73.848553325,"1304 EAST GUN HILL ROAD BRONX, NY 10469 ",360050350001000,36005035000
838,36005035000,"Census Tract 350, Bronx County, New York",2207,2207,64172,733,2197,370,370,16262,166,369,NYC,MKM FOOD CORP,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1305 ALLERTON AVENUE BRONX, NY 10469 (40.865480015, -73.848653489)",40.865480015,-73.848653489,"1305 ALLERTON AVENUE BRONX, NY 10469 ",360050350002004,36005035000
839,36005035000,"Census Tract 350, Bronx County, New York",2207,2207,64172,733,2197,370,370,16262,166,369,NYC,ALLERTON DELI MARKET CORPORATION,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1305 ALLERTON AVENUE BRONX, NY 10469 (40.865480015, -73.848653489)",40.865480015,-73.848653489,"1305 ALLERTON AVENUE BRONX, NY 10469 ",360050350002004,36005035000
840,36005035100,"Census Tract 351, Bronx County, New York",3744,3744,96131,1306,2826,499,499,20727,197,455,NYC,245 BROADWAY MARKET CORP,BRONX,NY,10471,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"6029 BROADWAY BRONX, NY 10471 (40.891618561, -73.897561475)",40.891618561,-73.897561475,"6029 BROADWAY BRONX, NY 10471 ",360050351002003,36005035100
841,36005035600,"Census Tract 356, Bronx County, New York",2206,2206,78803,699,2184,411,411,20455,73,411,NYC,1930 BARTOW AVE PETROLEUM LLC,BRONX,NY,10469,BRONX,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"1930 BARTOW AVENUE BRONX, NY 10469 (40.867846688, -73.833347547)",40.867846688,-73.833347547,"1930 BARTOW AVENUE BRONX, NY 10469 ",360050356002009,36005035600
842,36005035800,"Census Tract 358, Bronx County, New York",8758,8758,80727,2783,8686,1326,1326,11913,503,1323,NYC,EASTCHESTER GOURMET DELI INC,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3001 EASTCHESTER ROAD BRONX, NY 10469 (40.86956326, -73.842942982)",40.86956326,-73.842942982,"3001 EASTCHESTER ROAD BRONX, NY 10469 ",360050358007005,36005035800
843,36005035800,"Census Tract 358, Bronx County, New York",8758,8758,80727,2783,8686,1326,1326,11913,503,1323,NYC,3460 BOSTON GOURMET DELI GROCERY INC,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3460 BOSTON ROAD BRONX, NY 10469 (40.876353942, -73.847966927)",40.876353942,-73.847966927,"3460 BOSTON ROAD BRONX, NY 10469 ",360050358006001,36005035800
844,36005035800,"Census Tract 358, Bronx County, New York",8758,8758,80727,2783,8686,1326,1326,11913,503,1323,NYC,ADEN 1 DELI GROCERY CORP.,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3060 EASTCHESTER ROAD BRONX, NY 10469 (40.871155151, -73.843295357)",40.871155151,-73.843295357,"3060 EASTCHESTER ROAD BRONX, NY 10469 ",360050358005003,36005035800
845,36005035900,"Census Tract 359, Bronx County, New York",2445,2445,26442,925,2420,352,352,8497,136,350,NYC,R & D GOURMET DELI INC,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"920 EAST TREMONT AVENUE BRONX, NY 10460 (40.841656845, -73.883793947)",40.841656845,-73.883793947,"920 EAST TREMONT AVENUE BRONX, NY 10460 ",360050359001004,36005035900
846,36005035900,"Census Tract 359, Bronx County, New York",2445,2445,26442,925,2420,352,352,8497,136,350,NYC,GREEN BRYANT DELI & GROCERY CORP,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1950 BRYANT AVENUE BRONX, NY 10460 (40.840426758000035, -73.88159922999995)",40.840426758,-73.88159923,"1950 BRYANT AVENUE BRONX, NY 10460 ",360050359001006,36005035900
847,36005036000,"Census Tract 360, Bronx County, New York",3337,3337,83438,955,3126,592,592,15075,127,596,NYC,GUN HILL DELI MART CORP,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1450 EAST GUN HILL ROAD BRONX, NY 10469 (40.869167298, -73.844071521)",40.869167298,-73.844071521,"1450 EAST GUN HILL ROAD BRONX, NY 10469 ",360050360001002,36005036000
848,36005036000,"Census Tract 360, Bronx County, New York",3337,3337,83438,955,3126,592,592,15075,127,596,NYC,MORGAN GOURMET DELI CORP,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1418 GUNHILL ROAD BRONX, NY 10469 (40.86962407, -73.844968469)",40.86962407,-73.844968469,"1418 GUNHILL ROAD BRONX, NY 10469 ",360050360001001,36005036000
849,36005036100,"Census Tract 361, Bronx County, New York",5756,5756,20435,2136,5728,911,911,6495,221,907,NYC,LAMBERT DELI GROCERY CORP,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2131 BRYANT AVENUE BRONX, NY 10460 (40.844174517, -73.878462805)",40.844174517,-73.878462805,"2131 BRYANT AVENUE BRONX, NY 10460 ",360050361004000,36005036100
850,36005036300,"Census Tract 363, Bronx County, New York",7220,7220,27374,2545,7165,1190,1190,11461,259,1184,NYC,HAPPY FACE CONVENIENCE CORP,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"921 EAST 180TH STREET BRONX, NY 10460 (40.844544159, -73.881271497)",40.844544159,-73.881271497,"921 EAST 180TH STREET BRONX, NY 10460 ",360050363002000,36005036300
851,36005036300,"Census Tract 363, Bronx County, New York",7220,7220,27374,2545,7165,1190,1190,11461,259,1184,NYC,BEST CHOP CHEESE EXPRESS INC,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"906 EAST 180TH STREET BRONX, NY 10460 (40.844715736, -73.882180012)",40.844715736,-73.882180012,"906 EAST 180TH STREET BRONX, NY 10460 ",360050363003001,36005036300
852,36005036300,"Census Tract 363, Bronx County, New York",7220,7220,27374,2545,7165,1190,1190,11461,259,1184,NYC,TWO STARS LUCKY DELI INC.,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"856 EAST 180TH STREET BRONX, NY 10460 (40.845454601, -73.883658831)",40.845454601,-73.883658831,"856 EAST 180TH STREET BRONX, NY 10460 ",360050363005001,36005036300
853,36005036300,"Census Tract 363, Bronx County, New York",7220,7220,27374,2545,7165,1190,1190,11461,259,1184,NYC,COMMUNITY DELI GROCERY 1 CORP,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"951 EAST 180TH  STREET BRONX, NY 10460 (40.844134326, -73.880568088)",40.844134326,-73.880568088,"951 EAST 180TH  STREET BRONX, NY 10460 ",360050363002000,36005036300
854,36005036300,"Census Tract 363, Bronx County, New York",7220,7220,27374,2545,7165,1190,1190,11461,259,1184,NYC,VIVI DELI GROCERY CORP,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"890 EAST 180TH STREET BRONX, NY 10460 (40.844946616, -73.882639424)",40.844946616,-73.882639424,"890 EAST 180TH STREET BRONX, NY 10460 ",360050363005002,36005036300
855,36005036300,"Census Tract 363, Bronx County, New York",7220,7220,27374,2545,7165,1190,1190,11461,259,1184,NYC,HIGHFLIX EXOTICS CORP.,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"889 EAST TREMONT AVENUE BRONX, NY 10460 (40.842498765, -73.88493003)",40.842498765,-73.88493003,"889 EAST TREMONT AVENUE BRONX, NY 10460 ",360050363004007,36005036300
856,36005036300,"Census Tract 363, Bronx County, New York",7220,7220,27374,2545,7165,1190,1190,11461,259,1184,NYC,RICARDITO & ANTHONY DELI GROCERY INC,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2019 VYSE AVENUE BRONX, NY 10460 (40.842788988, -73.881595793)",40.842788988,-73.881595793,"2019 VYSE AVENUE BRONX, NY 10460 ",360050363004004,36005036300
857,36005036400,"Census Tract 364, Bronx County, New York",2641,2641,55208,844,2641,432,432,25800,140,432,NYC,HABIBI MART CORP,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1357 EAST GUN HILL ROAD BRONX, NY 10469 (40.870712586, -73.846344442)",40.870712586,-73.846344442,"1357 EAST GUN HILL ROAD BRONX, NY 10469 ",360050364001005,36005036400
858,36005036400,"Census Tract 364, Bronx County, New York",2641,2641,55208,844,2641,432,432,25800,140,432,NYC,"ZOOYORK EXOTICZ, INC.",BRONX,NY,10469,BRONX,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"3386 BOSTON ROAD BRONX, NY 10469 (40.875092717, -73.851005032)",40.875092717,-73.851005032,"3386 BOSTON ROAD BRONX, NY 10469 ",360050364003001,36005036400
859,36005036400,"Census Tract 364, Bronx County, New York",2641,2641,55208,844,2641,432,432,25800,140,432,NYC,MOSES DELI GROCERY INC.,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3438 BOSTON ROAD BRONX, NY 10469 (40.876000771, -73.849070824)",40.876000771,-73.849070824,"3438 BOSTON ROAD BRONX, NY 10469 ",360050364002001,36005036400
860,36005036400,"Census Tract 364, Bronx County, New York",2641,2641,55208,844,2641,432,432,25800,140,432,NYC,GUNHILL FUEL CORP,BRONX,NY,10801,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1255 EAST GUNHILL ROAD BRONX, NY 10801 (40.872585648, -73.850397092)",40.872585648,-73.850397092,"1255 EAST GUNHILL ROAD BRONX, NY 10801 ",360050364001004,36005036400
861,36005036501,"Census Tract 365.01, Bronx County, New York",4234,4234,36535,1396,4234,745,745,6633,155,745,NYC,GLOBAL GOURMET DELI CORPORATION,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2109 SOUTHERN BOULEVARD BRONX, NY 10460 (40.846262155, -73.884575895)",40.846262155,-73.884575895,"2109 SOUTHERN BOULEVARD BRONX, NY 10460 ",360050365011001,36005036501
862,36005036501,"Census Tract 365.01, Bronx County, New York",4234,4234,36535,1396,4234,745,745,6633,155,745,NYC,MADURO CIGAR LOUNGE INC,BRONX,NY,10460,BRONX,NEW YORK CITY,BAR/LOUNGE,07/10/2023,"1969 SOUTHERN BOULEVARD BRONX, NY 10460 (40.843398311, -73.885730754)",40.843398311,-73.885730754,"1969 SOUTHERN BOULEVARD BRONX, NY 10460 ",360050365013002,36005036501
863,36005036501,"Census Tract 365.01, Bronx County, New York",4234,4234,36535,1396,4234,745,745,6633,155,745,NYC,182ND ST DELI GROCERY CORP.,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"816 EAST 182ND STREET BRONX, NY 10460 (40.84839623, -73.88356093)",40.84839623,-73.88356093,"816 EAST 182ND STREET BRONX, NY 10460 ",360050365011000,36005036501
864,36005036501,"Census Tract 365.01, Bronx County, New York",4234,4234,36535,1396,4234,745,745,6633,155,745,NYC,875 E TREMONT GROCERY DELI CORP.,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"875 EAST TREMONT AVENUE BRONX, NY 10460 (40.842982359, -73.885910629)",40.842982359,-73.885910629,"875 EAST TREMONT AVENUE BRONX, NY 10460 ",360050365013002,36005036501
865,36005036502,"Census Tract 365.02, Bronx County, New York",2502,2502,28566,774,2469,519,519,4517,64,516,NYC,NENE 21 DELI GROCERY CORP,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1911 SOUTHERN  BOULEVARD BRONX, NY 10460 (40.841713632, -73.886067622)",40.841713632,-73.886067622,"1911 SOUTHERN  BOULEVARD BRONX, NY 10460 ",360050365021001,36005036502
866,36005036502,"Census Tract 365.02, Bronx County, New York",2502,2502,28566,774,2469,519,519,4517,64,516,NYC,TREMONT SMOKE SHOP INC.,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"780 EAST TREMONT AVENUE BRONX, NY 10460 (40.843955498, -73.888446071)",40.843955498,-73.888446071,"780 EAST TREMONT AVENUE BRONX, NY 10460 ",360050365022000,36005036502
867,36005036901,"Census Tract 369.01, Bronx County, New York",2151,2151,23854,768,2141,381,381,12184,114,381,NYC,CLINTON EXPRESS DELI CORP.,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"732 EAST TREMONT AVENUE BRONX, NY 10457 (40.844719089, -73.890000998)",40.844719089,-73.890000998,"732 EAST TREMONT AVENUE BRONX, NY 10457 ",360050369011001,36005036901
868,36005036901,"Census Tract 369.01, Bronx County, New York",2151,2151,23854,768,2141,381,381,12184,114,381,NYC,EAST TREMONT DELI GROCERY 1 INC.,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"660 EAST TREMONT AVENUE BRONX, NY 10457 (40.845691264, -73.891959011)",40.845691264,-73.891959011,"660 EAST TREMONT AVENUE BRONX, NY 10457 ",360050369012001,36005036901
869,36005036902,"Census Tract 369.02, Bronx County, New York",2212,2212,15625,813,2212,264,264,7186,66,264,NYC,"RODRIGUEZ, SINOCENCIO",BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1814 CROTONA AVENUE BRONX, NY 10457 (40.842975653, -73.893157036)",40.842975653,-73.893157036,"1814 CROTONA AVENUE BRONX, NY 10457 ",360050369022001,36005036902
870,36005036902,"Census Tract 369.02, Bronx County, New York",2212,2212,15625,813,2212,264,264,7186,66,264,NYC,1798 LOS PRIMOS GROCERY CORP,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1798 CROTONA AVENUE BRONX, NY 10457 (40.842456478, -73.893702027)",40.842456478,-73.893702027,"1798 CROTONA AVENUE BRONX, NY 10457 ",360050369022002,36005036902
871,36005037000,"Census Tract 370, Bronx County, New York",2479,2479,76065,689,2479,436,436,7845,81,436,NYC,901 BURKE DELI & GROCERY LLC.,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"901 BURKE AVENUE BRONX, NY 10469 (40.871491349, -73.861140094)",40.871491349,-73.861140094,"901 BURKE AVENUE BRONX, NY 10469 ",360050370002002,36005037000
872,36005037000,"Census Tract 370, Bronx County, New York",2479,2479,76065,689,2479,436,436,7845,81,436,NYC,ASHLEY & J FOOD CORP.,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1000 EAST GUN HILL ROAD BRONX, NY 10469 (40.874538338, -73.857991264)",40.874538338,-73.857991264,"1000 EAST GUN HILL ROAD BRONX, NY 10469 ",360050370001001,36005037000
873,36005037000,"Census Tract 370, Bronx County, New York",2479,2479,76065,689,2479,436,436,7845,81,436,NYC,TR DELI GROCERY CORP.,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"942 EAST GUN HILL ROAD BRONX, NY 10469 (40.874892725, -73.859122318)",40.874892725,-73.859122318,"942 EAST GUN HILL ROAD BRONX, NY 10469 ",360050370003001,36005037000
874,36005037100,"Census Tract 371, Bronx County, New York",4176,4176,24683,1683,4153,746,746,17249,243,746,NYC,"VASQUEZ, FELIX B.",BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1959 CLINTON AVENUE BRONX, NY 10457 (40.845161612, -73.89002891)",40.845161612,-73.89002891,"1959 CLINTON AVENUE BRONX, NY 10457 ",360050371002004,36005037100
875,36005037100,"Census Tract 371, Bronx County, New York",4176,4176,24683,1683,4153,746,746,17249,243,746,NYC,BOUNA CANDY CONVENIENCE INCORPORATED,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"718 EAST 180TH STREET BRONX, NY 10457 (40.847466761, -73.888393517)",40.847466761,-73.888393517,"718 EAST 180TH STREET BRONX, NY 10457 ",360050371003000,36005037100
876,36005037100,"Census Tract 371, Bronx County, New York",4176,4176,24683,1683,4153,746,746,17249,243,746,NYC,2001 GOURMET DELI INC.,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2001 CLINTON AVENUE BRONX, NY 10457 (40.846444671, -73.888942531)",40.846444671,-73.888942531,"2001 CLINTON AVENUE BRONX, NY 10457 ",360050371003001,36005037100
877,36005037100,"Census Tract 371, Bronx County, New York",4176,4176,24683,1683,4153,746,746,17249,243,746,NYC,180 BUS STOP DELI INC,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"702 EAST 180TH STREET BRONX, NY 10457 (40.847919761, -73.888691242)",40.847919761,-73.888691242,"702 EAST 180TH STREET BRONX, NY 10457 ",360050371003000,36005037100
878,36005037200,"Census Tract 372, Bronx County, New York",2142,2142,51705,807,2141,439,439,22477,105,439,NYC,YUMMY DELI GROCERY CORP,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"743 BURKE AVENUE BRONX, NY 10467 (40.871561882, -73.86507875)",40.871561882,-73.86507875,"743 BURKE AVENUE BRONX, NY 10467 ",360050372002009,36005037200
879,36005037300,"Census Tract 373, Bronx County, New York",6697,6697,47650,2046,6622,1368,1368,32166,357,1370,NYC,M & A FRUITS & DELI CORP,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1976 ARTHUR AVENUE BRONX, NY 10457 (40.846822276, -73.892976155)",40.846822276,-73.892976155,"1976 ARTHUR AVENUE BRONX, NY 10457 ",360050373003003,36005037300
880,36005037300,"Census Tract 373, Bronx County, New York",6697,6697,47650,2046,6622,1368,1368,32166,357,1370,NYC,DREAM GROCERY CORP,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2121 BELMONT AVENUE BRONX, NY 10457 (40.849359017, -73.889446619)",40.849359017,-73.889446619,"2121 BELMONT AVENUE BRONX, NY 10457 ",360050373002000,36005037300
881,36005037300,"Census Tract 373, Bronx County, New York",6697,6697,47650,2046,6622,1368,1368,32166,357,1370,NYC,BODEGA BUILT INC,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"601 EAST 180TH STREET BRONX, NY 10457 (40.849525482, -73.891348557)",40.849525482,-73.891348557,"601 EAST 180TH STREET BRONX, NY 10457 ",360050373004000,36005037300
882,36005037300,"Census Tract 373, Bronx County, New York",6697,6697,47650,2046,6622,1368,1368,32166,357,1370,NYC,"CEVERINO, VERONICA S",BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"640 EAST 180TH STREET BRONX, NY 10457 (40.848758831, -73.890376843)",40.848758831,-73.890376843,"640 EAST 180TH STREET BRONX, NY 10457 ",360050373002001,36005037300
883,36005037400,"Census Tract 374, Bronx County, New York",3968,3968,35232,1478,3918,832,832,7978,168,823,NYC,"BURKE GIFT STORE, INC.",BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3201D WHITE PLAINS  ROAD BRONX, NY 10467 (40.871490008, -73.867225772)",40.871490008,-73.867225772,"3201D WHITE PLAINS  ROAD BRONX, NY 10467 ",360050374002007,36005037400
884,36005037400,"Census Tract 374, Bronx County, New York",3968,3968,35232,1478,3918,832,832,7978,168,823,NYC,ABBY MART LLC,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"688 EAST GUN HILL ROAD BRONX, NY 10467 (40.877210573, -73.867819465)",40.877210573,-73.867819465,"688 EAST GUN HILL ROAD BRONX, NY 10467 ",360050374002001,36005037400
